OBJECT_TYPE, OBJECT_NAME, COLUMN_NAME
'Preserved Column', 'DM_CHEMO_INFUSION_VISIT', 'VISIT_DEPARTMENT_ID'
'Preserved Column', 'DM_DCSD_CANCER_PROB', 'RAD_ONC_TX_DEPARTMENT'
'Preserved Column', 'DM_DCSD_CANCER_PROB_HX', 'RAD_ONC_TX_DEPARTMENT'
'Preserved Column', 'DM_ICU_STAY', 'DEPARTMENT_ID'
'Preserved Column', 'DM_ICU_STAY', 'NEXT_DEPARTMENT_ID'
'Preserved Column', 'DM_ICU_STAY', 'PREV_DEPARTMENT_ID'
'Preserved Column', 'DM_ICU_STAY', 'PREV_ICU_DEPARTMENT_ID'
'Preserved Column', 'DM_IP_READMISSION', 'ADMISSION_DEPARTMENT_ID'
'Preserved Column', 'DM_IP_READMISSION', 'PCP_PRIMARY_DEPARTMENT_ID'
'Preserved Column', 'DM_SURGERY', 'INTRAOP_DEPARTMENT_ID'
'Preserved Column', 'DM_SURGERY', 'PHASEII_DEPARTMENT_ID'
'Preserved Column', 'DM_SURGERY', 'POSTOP_DEPARTMENT_ID'
'Preserved Column', 'DM_SURGERY', 'PREOP_DEPARTMENT_ID'
'Preserved Column', 'DM_WOUNDS', 'INITIAL_DEPARTMENT_ID'
'Preserved Column', 'DM_WOUNDS', 'LAST_DISCH_DEPARTMENT_ID'
'Preserved Column', 'DM_WOUNDS', 'LAST_HH_VISIT_DEPARTMENT_ID'
'Preserved Column', 'DM_WOUNDS', 'LAST_OUTPAT_DEPARTMENT_ID'
'Preserved Column', 'DOCS_RCVD_DETAILS', 'DOCUMENT_DEP_ID'
'Preserved Column', 'DOCS_RCVD_DX', 'DX_ENDED_DEP_ID'
'Preserved Column', 'DOC_INFORMATION', 'DOC_CREAT_DEPT_ID'
'Preserved Column', 'DOC_INFORMATION', 'ESIGN_DEP_ID'
'Preserved Column', 'DOC_INFORMATION', 'SCAN_DEP_ID'
'Preserved Column', 'EAF_COST_CNTR_ASGN', 'DEPARTMENT_ID'
'Preserved Column', 'EDP_CLASS_DEFAULT', 'CLASS_DEPT_ID'
'Preserved Column', 'EDP_PROC_CAT_INFO', 'RFL_DEF_DEP_ID'
'Preserved Column', 'EDP_PROC_CAT_INFO', 'SIL_SCHED_DEP_ID'
'Preserved Column', 'ED_FOLLOWUP_AUDIT', 'DEPARTMENT_ID'
'Preserved Column', 'ED_FOLLOWUP_INFO', 'ED_FUP_DEPT_ID'
'Preserved Column', 'ED_IEV_EVENT_INFO', 'EVENT_DEPT_ID'
'Preserved Column', 'ED_IEV_PAT_INFO', 'DEPT_EVENT_DEP_ID'
'Preserved Column', 'ED_ROOM_INFO_DYNAM', 'ROOM_DEPT_ID'
'Preserved Column', 'EPISODE_2', 'DEPT_ID'
'Preserved Column', 'ES_DAY_ON_HOLD', 'APPT_DEPT_ID'
'Preserved Column', 'ES_DAY_UNAVAIL', 'DEPARTMENT_ID'
'Preserved Column', 'ES_SCHED_TEMPLATE', 'DEPARTMENT_ID'
'Preserved Column', 'ES_TIME_ON_HOLD', 'APPT_DEPT_ID'
'Preserved Column', 'ES_TIME_UNAVAIL', 'DEPARTMENT_ID'
'Preserved Column', 'FOL_INFO', 'DEPARTMENT_ID'
'Preserved Column', 'HC_PLACE_OF_SRVC', 'POS_DEPT_ID'
'Preserved Column', 'HH_MEASURES_INFO', 'HH_ADMIT_DEP_ID'
'Preserved Column', 'HL_REQ_INFO', 'REQ_CREATE_DEPARTMENT_ID'
'Preserved Column', 'HL_REQ_INFO', 'REQ_DEPARTMENT_ID'
'Preserved Column', 'HL_REQ_INFO_AUDIT', 'DEPARTMENT_ID'
'Preserved Column', 'HNO_INFO', 'DEPT_MSG_DEPT_ID'
'Preserved Column', 'HNO_INFO_2', 'LET_ENC_DEPARTMENT_ID'
'Preserved Column', 'HNO_INFO_2', 'LET_TO_DEPARTMENT_ID'
'Preserved Column', 'HPF_WQ_ENC_TAR', 'CHARGE_DEPT_ID'
'Preserved Column', 'HSP_ACCOUNT', 'DISCH_DEPT_ID'
'Preserved Column', 'HSP_ACCOUNT', 'EXPIRATION_UNIT_ID'
'Preserved Column', 'HSP_ACCOUNT_3', 'RECORD_CREATION_ID'
'Preserved Column', 'HSP_BFH_ACT_DATA_BDC', 'ACT_BDC_SOURCE_DEPT_ID'
'Preserved Column', 'HSP_CLAIM_DETAIL2', 'SG_DEP_ID'
'Preserved Column', 'HSP_CLP_CMS_LINE', 'DEPT_ID'
'Preserved Column', 'HSP_CSH', 'LOGIN_DEPARTMENT_ID'
'Preserved Column', 'HSP_TRANSACTIONS', 'DEPARTMENT'
'Preserved Column', 'HSP_TRANSACTIONS_3', 'POSTING_DEPARTMENT_ID'
'Preserved Column', 'IB_MESSAGES', 'SCHEDULING_DEPT_ID'
'Preserved Column', 'IB_MESSAGES_2', 'ACCREQ_DEP_ID'
'Preserved Column', 'IB_MESSAGES_2', 'DEFICIENCY_DEPT_ID'
'Preserved Column', 'IB_MESSAGES_2', 'LOGIN_DEPT_ID'
'Preserved Column', 'IB_MESSAGES_3', 'FAX_RECV_DEPT_ID'
'Preserved Column', 'IB_MESSAGES_3', 'FAX_SEND_DEPT_ID'
'Preserved Column', 'IB_MESSAGES_3', 'RX_NEW_DEP_ID'
'Preserved Column', 'IB_MESSAGES_3', 'RX_OLD_DEP_ID'
'Preserved Column', 'IER_OVERTIME_SINGL', 'EVENT_DEPT_ID'
'Preserved Column', 'IMMUNE', 'ENCOUNTER_DEPT_ID'
'Preserved Column', 'INFERTILITY_CYCLE', 'CREATED_DEPARTMENT_ID'
'Preserved Column', 'INVOICE', 'DEPARTMENT_ID'
'Preserved Column', 'IP_FREQUENCY', 'DELIV_DEST_DEP_ID'
'Preserved Column', 'IP_RES_TYPEEPISODE', 'TYPE_DEPT_ID'
'Preserved Column', 'LGL_EXCL_ENC_LIMIT', 'EXCL_DEP_ID'
'Preserved Column', 'MAR_ADMIN_INFO', 'MAR_ADMIN_DEPT_ID'
'Preserved Column', 'MU_EH_QRDA_I_2014_ED3', 'ED_ARRIVAL_DEPARTMENT_ID'
'Preserved Column', 'MU_EH_QRDA_I_2014_IP', 'DISCHARGE_DEPARTMENT_ID'
'Preserved Column', 'MU_OBJ_EH_DENOM', 'ADMSN_DEPARTMENT_ID'
'Preserved Column', 'MU_OBJ_EH_DENOM', 'DEPARTMENT_ID'
'Preserved Column', 'MU_OBJ_IEP0', 'DEPARTMENT_ID'
'Preserved Column', 'MU_OBJ_IEP1', 'DEPARTMENT_ID'
'Preserved Column', 'MU_OBJ_P001_ORD', 'DEPARTMENT_ID'
'Preserved Column', 'MU_OBJ_P005', 'DEPARTMENT_ID'
'Preserved Column', 'MU_OBJ_P012', 'DEPARTMENT_ID'
'Preserved Column', 'MU_OBJ_P017', 'DEPARTMENT_ID'
'Preserved Column', 'MU_OBJ_P020', 'DEPARTMENT_ID'
'Preserved Column', 'MU_OBJ_P023', 'DEPARTMENT_ID'
'Preserved Column', 'MU_OBJ_P024_REF', 'DEPARTMENT_ID'
'Preserved Column', 'MYC_IB_MESSAGES', 'MSG_DEPARTMENT_ID'
'Preserved Column', 'MYC_MESG', 'DEPARTMENT_ID'
'Preserved Column', 'OB_HSB_DELIVERY', 'OB_DEL_DEPT'
'Preserved Column', 'OPE_INFO', 'LOGIN_DEPT_ID'
'Preserved Column', 'ORDER_DISP_INFO', 'DISP_UNIT_ID'
'Preserved Column', 'ORDER_MED', 'LOGIN_DEP_ID'
'Preserved Column', 'ORDER_MED', 'MRU_EVAL_RXDISP_ID'
'Preserved Column', 'ORDER_MED', 'PAT_LOC_ID'
'Preserved Column', 'ORDER_METRICS', 'PAT_LOC_ID'
'Preserved Column', 'ORDER_PARENT_INFO', 'ORD_LOGIN_DEP_ID'
'Preserved Column', 'ORDER_PARENT_INFO', 'PAT_CONTACT_DEP_ID'
'Preserved Column', 'ORDER_PROC', 'DEPT_REF_PROV_ID'
'Preserved Column', 'ORDER_PROC', 'PROC_PERF_DEPT_ID'
'Preserved Column', 'ORDER_PROC_2', 'COLLECTION_DEPT_ID'
'Preserved Column', 'ORDER_PROC_2', 'LOGIN_DEP_ID'
'Preserved Column', 'ORDER_PROC_2', 'PAT_LOC_ID'
'Preserved Column', 'ORDER_PROC_2', 'PERFORMING_DEPT_ID'
'Preserved Column', 'ORDER_PROC_5', 'CC_DEP_RECIPIENT_ID'
'Preserved Column', 'ORDER_PROC_5', 'PRIME_DEP_RECIPIENT_ID'
'Preserved Column', 'ORDER_RAD_STUDY', 'DEPARTMENT_ID'
'Preserved Column', 'ORDER_STATUS', 'PROCEDURE_NOTE_DT'
'Preserved Column', 'ORDER_STATUS', 'RESULTING_PROV'
'Preserved Column', 'ORD_ACT_OT', 'DEPARTMENT_ID'
'Preserved Column', 'ORD_ACT_OT', 'RECEIVED_UNIT_ID'
'Preserved Column', 'ORG_DETAILS', 'ASC_WITH_DEP_ID'
'Preserved Column', 'OR_CASE_APPTS_PS', 'DEPT_ID'
'Preserved Column', 'OR_LOC', 'DEP_ID'
'Preserved Column', 'OR_LOC', 'OR_DEPARTMENT_ID'
'Preserved Column', 'OR_LOG_CHARGES', 'CHRG_DEP_ID'
'Preserved Column', 'OTP_INFO', 'DEPT_REF_TO_ID'
'Preserved Column', 'OTP_INFO', 'PERFORMING_DEPT_ID'
'Preserved Column', 'OTP_INFO_2', 'ADMIT_DEPT_ID'
'Preserved Column', 'OTP_INFO_2', 'TRANS_DEPT_ID'
'Preserved Column', 'OTP_INFO_3', 'PAS_RESP_UNIT_ID'
'Preserved Column', 'PATIENT', 'PED_CESAREAN_YN'
'Preserved Column', 'PATIENT', 'PED_DELIVR_METH_C'
'Preserved Column', 'PATIENT', 'PED_NOUR_METH_C'
'Preserved Column', 'PATIENT_3', 'FIRST_APPT_DEPT_ID'
'Preserved Column', 'PATIENT_3', 'REC_CREATE_DEPT_ID'
'Preserved Column', 'PATIENT_DISMISSAL', 'DISMISSED_DEPT_ID'
'Preserved Column', 'PAT_APPT_DEPT_TTLS', 'APPT_TOTAL_DEPT_ID'
'Preserved Column', 'PAT_BTG_AUDIT', 'USER_DEPT_ID'
'Preserved Column', 'PAT_BTG_AUDIT', 'USER_LOGON_DEPT_ID'
'Preserved Column', 'PAT_CALL_DISP', 'PHONE_DISP_DEPT_ID'
'Preserved Column', 'PAT_ENC', 'DEPARTMENT_ID'
'Preserved Column', 'PAT_ENC', 'EFFECTIVE_DEPT_ID'
'Preserved Column', 'PAT_ENC_5', 'ATTR_DEPARTMENT_ID'
'Preserved Column', 'PAT_ENC_5', 'REG_UPDING_DEPT_ID'
'Preserved Column', 'PAT_ENC_APPT', 'DEPARTMENT_ID'
'Preserved Column', 'PAT_ENC_CHNG_APPT', 'NEW_DEPT_ID'
'Preserved Column', 'PAT_ENC_CHNG_APPT', 'OLD_DEPT_ID'
'Preserved Column', 'PAT_ENC_DISP', 'LOS_OVRRD_DEPT_ID'
'Preserved Column', 'PAT_ENC_HSP', 'DEPARTMENT_ID'
'Preserved Column', 'PAT_ENC_HSP', 'REFERRING_DEPT_ID'
'Preserved Column', 'PAT_ENC_PAS', 'RESP_DEPT_ID'
'Preserved Column', 'PAT_ENC_WT_LST_DP', 'DEPARTMENT_ID'
'Preserved Column', 'PAT_HRLY_CHRG_INFO', 'UNIT_ID'
'Preserved Column', 'PAT_RELATIONSHIP_LIST', 'ORG_DEPARTMENT_ID'
'Preserved Column', 'PEND_ACTION', 'UNIT_ID'
'Preserved Column', 'PRE_AR_CHG', 'PROC_DEPT_ID'
'Preserved Column', 'PRE_AR_CHG', 'SESS_DEPT_ID'
'Preserved Column', 'PROV_ATTR_DEP_DEF', 'DEPARTMENT_ID'
'Preserved Column', 'PR_EST_FAC_FEES', 'HB_DEPARTMENT_ID'
'Preserved Column', 'PR_EST_PROFEE_CXT', 'DEPARTMENT_ID'
'Preserved Column', 'PUMP_PROGRAMMING', 'INF_DEPARTMENT_ID'
'Preserved Column', 'QM_GEN_INFO', 'CM_ED_DEPART_DEP_ID'
'Preserved Column', 'QM_GEN_INFO', 'ED_ADMIT_DEP_ID'
'Preserved Column', 'QM_GEN_INFO', 'ED_ARRIVAL_DEP_ID'
'Preserved Column', 'QM_GEN_INFO', 'ED_DEPART_DEP_ID'
'Preserved Column', 'QM_GEN_INFO', 'EH_QM_ARR_DEP_ID'
'Preserved Column', 'QM_GEN_INFO', 'EH_QM_DISCH_DEP_ID'
'Preserved Column', 'QM_GEN_INFO', 'OM_DEPARTMENT_ID'
'Preserved Column', 'QM_GEN_INFO', 'PRED_DEPARTMENT_ID'
'Preserved Column', 'QM_GEN_INFO', 'QM_ENC_DEPT_ID'
'Preserved Column', 'RECONCILE_CLM', 'DEPARTMENT_ID'
'Preserved Column', 'REFERRAL', 'REFD_BY_DEPT_ID'
'Preserved Column', 'REFERRAL', 'REFD_TO_DEPT_ID'
'Preserved Column', 'REFERRAL_2', 'CREATION_DEPT_ID'
'Preserved Column', 'ROI_DETAILS_2', 'CREATED_DEPT_ID'
'Preserved Column', 'RW_RPT_RUN_DATA', 'RUN_DEPT_ID'
'Preserved Column', 'RX_INVENTORY_LOC', 'CALC_DEPT_ID'
'Preserved Column', 'RX_INVENTORY_LOC', 'DEP_ID'
'Preserved Column', 'RX_RXW', 'DELIVERY_DEPARTMENT_ID'
'Preserved Column', 'SCHED_POOL_PROV', 'DEPARTMENT_ID'
'Preserved Column', 'SOCIAL_CARE_EPISODE', 'EPISODE_DEPARTMENT_ID'
'Preserved Column', 'SPEC_ACCESS_DEP', 'DEPARTMENT_ID'
'Preserved Column', 'SPHR_DEPTS', 'DEPARTMENT_ID'
'Preserved Column', 'STG_CONTACT_INFO', 'STAGE_ENC_DEPT_ID'
'Preserved Column', 'STG_CONTACT_INFO', 'STAGE_LOGIN_DEPT_ID'
'Preserved Column', 'TEMPLATE', 'DEPARTMENT_ID'
'Preserved Column', 'TEMPLATE_AUDIT_TRL', 'DEPARTMENT_ID'
'Preserved Column', 'TPL_INFO', 'INFUSION_DEPT_ID'
'Preserved Column', 'TPL_SCHED_DEFAULTS', 'SCHED_RES_DEPT_ID'
'Preserved Column', 'TPL_SCHED_VST_DEP', 'SCHEDULE_DEPT_ID'
'Preserved Column', 'TREATMENT_TEAM', 'TR_TEAM_DEP_ID'
'Preserved Column', 'TSR_REQ_APPT_DEPT', 'DEPT_ID'
'Preserved Column', 'TXPORT_REQ_INFO', 'REQ_DEP_ID'
'Preserved Column', 'TXP_DEPT_ORGAN_SET', 'DEPARTMENT_ID'
'Preserved Column', 'USER_STATS_DATA', 'DEPT_RECORD_ID'
'Preserved Column', 'USER_WRKF_STAT_INF', 'DEPARTMENT_ID'
'Preserved Column', 'VARIANCE', 'DEPARTMENT_ID'
'Preserved Column', 'WORKFLOW_STAT', 'DEPARTMENT_ID'
'Deprecated Column', 'CCA_ACTION', 'CCA_TOOL_DEST_RECORD_CSN_ID'
'Deprecated Column', 'CLARITY_ECL', 'POS_CVG_ACC_YN'
'Deprecated Column', 'COD_RECORD_INFO', 'INSTANT_OF_UPD_DTTM'
'Deprecated Column', 'COVERAGE', 'DT_LAST_PRO_RATED'
'Deprecated Column', 'COVERAGE_COPAY_ECD', 'ECD_COPAY_CAT_NAME'
'Deprecated Column', 'CRITERIA_REVIEW', 'REVIEW_DATE'
'Deprecated Column', 'DOC_INFORMATION', 'RX_CUST_ID_OWNER_REL_TO_PAT_C'
'Deprecated Column', 'HSP_BFH_ACT_DATA', 'ACTION_COINS_AMT'
'Deprecated Column', 'HSP_BFH_ACT_DATA', 'ACTION_COPAY_AMT'
'Deprecated Column', 'HSP_BFH_ACT_DATA', 'ACTION_EXT_RECV_DATE'
'Deprecated Column', 'HSP_BFH_ACT_DATA', 'ACTION_EXT_SENT_DATE'
'Deprecated Column', 'HSP_BFH_ACT_DATA', 'ACTION_PAYMENT_AMOUNT'
'Deprecated Column', 'HSP_BFH_ACT_DATA', 'ACT_DEDUCTIBLE_AMT'
'Deprecated Column', 'HSP_BFH_ACT_DATA', 'ACT_NON_COVERED_AMT'
'Deprecated Column', 'HSP_BFH_ACT_DATA', 'ACT_XFER_TO_BKT_ID'
'Deprecated Column', 'ORDER_PROC_DETAILS', 'PROC_PERF_PROV_ID'
'Deprecated Column', 'OTL_PROC_DETAILS', 'PROC_PERF_PROV_ID'
'Deprecated Column', 'PAT_LIST_INFO', 'MASTER_LIST_ID'
'Deprecated Column', 'RW_RPT_RUN_DATA', 'RECORD_SET'
'Deprecated Column', 'RX_RXW', 'RX_PAYMENT_CSN'
'Deprecated Column', 'SMARTLINK', 'ACCESS_LOG_DUMMY_YN'
'Deprecated Column', 'VARIANT', 'CHROMOSOME_REF_SEQ'
'Data Type Change', 'CALCULATED_CDA_TYPES', 'ALLOWED_CDA_TYPES_C'
'Data Type Change', 'CLARITY_DEP_3', 'IB_POC_TYPE_C'
'Data Type Change', 'CL_LGL_NOADD_SING', 'NOADD_IB_TYPE_C'
'Data Type Change', 'CL_LGL_OVRTME_SING', 'IB_MSG_TYPE_C'
'Data Type Change', 'EVENT_NOTIF_HX', 'IB_MSG_TYPE_C'
'Data Type Change', 'EVENT_RFL_LETTERS', 'IB_MSG_TYPE_C'
'Data Type Change', 'HH_FAC_INFO', 'IB_POC_TYPE_C'
'Data Type Change', 'HNO_INFO', 'TX_IB_FOLDER_C'
'Data Type Change', 'HNO_INFO_2', 'CONV_MSG_CID'
'Data Type Change', 'HNO_INFO_2', 'QN_MESSAGE_TYPE_C'
'Data Type Change', 'IAD_CSN_OT', 'MESSAGE_TYPE_C'
'Data Type Change', 'IB_DISPLAY_RANK', 'IB_DISPLAY_RANK_C'
'Data Type Change', 'IB_MESSAGES', 'CW_CVRD_REGISTRY'
'Data Type Change', 'IB_MESSAGES', 'CW_MESSAGE_TYPE_C'
'Data Type Change', 'IB_MESSAGES', 'MSG_TYPE_C'
'Data Type Change', 'IB_MESSAGES', 'QUERY_PAT_SEX_C'
'Data Type Change', 'IB_MESSAGES', 'SENDER_REGISTRY'
'Data Type Change', 'IB_MESSAGES_2', 'ORIGINAL_TYPE_C'
'Data Type Change', 'IB_MESSAGE_THREAD', 'MESSAGE_CID'
'Data Type Change', 'IB_REP_THRESHOLDS', 'THRESHOLD_MSG_TYP_C'
'Data Type Change', 'METRIC_IB_MSG_TYPES', 'IB_MSGS_TO_INCL_C'
'Data Type Change', 'MSG_TYPE_DEF', 'MESSAGE_TYPE_C'
'Data Type Change', 'MSG_TYPE_DEFAULTS', 'MESSAGE_TYPE_C'
'Data Type Change', 'ONC_SYSTEM_DEFS', 'VERBCOSIGN_MSGTYP_C'
'Data Type Change', 'PAT_ENC_CC_LIST', 'CC_LIST_MSG_TYPE'
'Data Type Change', 'RECPNT_FOLDER_STAT', 'MESSAGE_TYPE_C'
'Data Type Change', 'RECV_TYPES', 'RECV_TYPES_C'
'Data Type Change', 'V_NHSN_DEP_DAILY_DATA', 'DEPT_TARGET_ID'
